Pteropodid-Plant Interactions Database 1985-2020													
S.A. Aziz, K.R. McConkey, K. Tanalgo, T. Sritongchuay, M-R. Low, J.Y. Yong, T.L. Mildenstein, C.E Nuevo-Diego, V.C. Lim & P.A. Racey													
													
Fr = fruit (including fig syconia); Fl = flower (including nectar and/or pollen); L = leaf; Se = seed ingested; B = bark; T = twigs; Sa = sap													
C = conflict; D = diet; FM = foraging movement; P = pollination; SD = seed dispersal; SG = seed/spore germination ; NOTE that 'aspect studied/recorded/observed' does not necessarily mean the bat was confirmed as playing that role.													
NB: Genus or species epithets followed by (?) are those that were either not found in theplantlist.org or are unresolved, and could not be definitively identified or confirmed.													
													
Pteropodid species	Plant family	Plant genus	Plant species	Fr	Fl	L	Se	B	T	Sa	Country/ Region	Reference	Aspect studied/recorded/observed
Cynopterus brachyotis	Moraceae	Ficus	hispida	x							Malaysia (Peninsula)	Hodgkison et al., 2013	FM
Cynopterus brachyotis	Moraceae	Ficus	hispida	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Moraceae	Ficus	lepicarpa	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Moraceae	Ficus	magnoleaefolia	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus brachyotis	Moraceae	Ficus	racemosa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus brachyotis	Moraceae	Ficus	religiosa	x		x					Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Moraceae	Ficus	roxburghii	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Moraceae	Ficus	roxburghii	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Moraceae	Ficus	scortechinii	x							Malaysia (Peninsula)	Hodgkison et al., 2007	FM
Cynopterus brachyotis	Moraceae	Ficus	septica	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus brachyotis	Moraceae	Ficus	septica	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Cynopterus brachyotis	Moraceae	Ficus	variegata	x							Philippines (Mindanao)	Aribal et al., 2016	D, FM
Cynopterus brachyotis	Moraceae	Ficus	variegata	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Cynopterus brachyotis	Moraceae	Ficus	variegata	x							Malaysia (Peninsula)	Hodgkison et al., 2013	FM
Cynopterus brachyotis	Moraceae	Ficus	sp.	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Cynopterus brachyotis	Moraceae	Ficus	sp. 1 (basicong)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Cynopterus brachyotis	Moraceae	Ficus	sp. 2 (luhimit)	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Cynopterus brachyotis	Moraceae	Ficus	sp. 1	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 2	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 3	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 4	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Moraceae	Ficus	sp. 5	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Moraceae	Ficus	sp. 6	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 7	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 1	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Moraceae	Ficus	sp. 2	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Moraceae	Ficus	sp. 1	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 2	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 3	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Moraceae	Ficus	sp. 4	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Moraceae	Ficus	spp.	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Moraceae	Ficus	spp.	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus brachyotis	Moraceae	Ficus	sundaica	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus brachyotis	Moraceae	Ficus	variegata	x			x				Malaysia (Peninsula)	Funakoshi and Zubaid, 1997	D, FM, SD
Cynopterus brachyotis	Moraceae	Ficus	variegata	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x			x				Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Musaceae	Musa	acuminata		x						Thailand	Stewart et al., 2014	D, FM
Cynopterus brachyotis	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus brachyotis	Musaceae	Musa	paradisiaca	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Musaceae	Musa	sp.	x			x				Philippines (Mindanao)	Relox et al., 2014	D, SD
Cynopterus brachyotis	Musaceae	Musa	sp.	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Musaceae	Musa	sp.		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Cynopterus brachyotis	Musaceae	Musa	sp.	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Musaceae	Musa	sp.	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Musaceae	Musa	spp.		x						Malaysia (Peninsula)	Fletcher et al., 2012	D, FM
Cynopterus brachyotis	Myrtaceae	Melaleuca	cajuputi		x						Malaysia (Peninsula)	Nor Zalipah, 2014	D
Cynopterus brachyotis	Myrtaceae	Plieanthus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	Myrtaceae	Psidium	guajava	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Psidium	guajava	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Myrtaceae	Psidium	guajava	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Rhodamnia	cinerea	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	aqueum	x		x					Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	aqueum	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	chloranthum	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus brachyotis	Myrtaceae	Syzygium	grande			x					Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	grande	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	grande	x							Malaysia (Penang)	Guy and Baker, 2017	D
Cynopterus brachyotis	Myrtaceae	Syzygium	grande	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	jambos	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	jambos	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	jambos	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Myrtaceae	Syzygium	jambos	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	jambos	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Myrtaceae	Syzygium	lineatum	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	nervosum	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Myrtaceae	Syzygium	malaccense	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	malaccense	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	malaccense	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	polyanthum		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Myrtaceae	Syzygium	polyanthum	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Myrtaceae	Syzygium	samarangense	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 1	x		x					Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 2	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 3	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 4	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 5	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 6	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 7	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp. 8	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp.	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Myrtaceae	Syzygium	sp.	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Olacaceae	Strombosia	sp.	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Oleaceae	Chionanthus	ramiflorus	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Oxalidaceae	unknown	unknown	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Pentaphylacaceae	Adinandra	dumosa	x			x				Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Pentaphylacaceae	Adinandra	dumosa	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Pentaphylacaceae	Adinandra	sp.	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Phyllanthaceae	Antidesma	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Phyllanthaceae	Bischofia	javanica	x							Philippines (Negros)	Hamann and Curio, 1999	FM
Cynopterus brachyotis	Piperaceae	Piper	aduncum	x			x				Malaysia (Peninsula)	Funakoshi and Zubaid, 1997	D, SD
Cynopterus brachyotis	Piperaceae	Piper	aduncum	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Piperaceae	Piper	aduncum	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Piperaceae	Piper	aduncum	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Piperaceae	Piper	aduncum	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Piperaceae	Piper	sp. (buyo-buyo)	x							Philippines (Mindanao)	Relox et al., 2014	D, SD
Cynopterus brachyotis	Poaceae	Dendrocalamus	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	Podocarpaceae	Podocarpus	rumphii	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Rhamnaceae	Ziziphus	mauritiana	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Rhizophoraceae	Pellacalyx	saccardianus	x		x					Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Rhizophoraceae	Pellacalyx	saccardianus	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Rhizophoraceae	Pellacalyx	saccardianus	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Rhizophoraceae	Pellacalyx	saccardianus	x			x				Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Rubiaceae	Morinda	citrifolia	x	x?						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Rubiaceae	Morinda	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	Rubiaceae	Nauclea	subdita	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Rubiaceae	Tarenna	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	Rutaceae	Acronychia	pedunculata	x							Thailand	Bumrungsri et al., 2007	D
Cynopterus brachyotis	Salicaceae	Flacourtia	inermis	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapindaceae	Allophylus	cobbe	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus brachyotis	Sapindaceae	Cardiospermum	sp.		x						Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	Sapindaceae	Dimocarpus	longan	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Sapindaceae	Filicium	decipiens	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus brachyotis	Sapindaceae	Nephelium	lappaceum	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Sapindaceae	Nephelium	lappaceum	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus brachyotis	Sapindaceae	Nephelium	malaccensis (malaiense ?)	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapindaceae	Nephelium (Euphoria?)	malaiense	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Sapindaceae	Xerospermum	sp.	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus brachyotis	Sapotaceae	Madhuca	sp.	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Sapotaceae	Manilkara	zapota	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Manilkara	zapota	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Sapotaceae	Manilkara	zapota	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Sapotaceae	Manilkara	zapota		x						Philippines (Mindanao)	Bacordo et al., 2019	D, FM
Cynopterus brachyotis	Sapotaceae	Mimusops	elengi	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Sapotaceae	Mimusops	elengi	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Mimusops	elengi	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	clarkeanum	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Palaquium	clarkeanum	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	gutta	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Palaquium	gutta	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	gutta	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	obovatum	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Palaquium	obovatum	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	obovatum	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Sapotaceae	Palaquium	sp.	x							Malaysia (Sarawak)	Mohd-Azlan et al., 2010	D, FM
Cynopterus brachyotis	Sapotaceae	Payena	lucida	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Payena	lucida	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Payena	maingayi	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Payena	maingayi	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Payena	selangorica	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Payena	selangorica	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Sapotaceae	Pouteria	malaccensis	x							Malaysia (Peninsula)	Tan et al., 1998	D
Cynopterus brachyotis	Sapotaceae	Pouteria	malaccensis	x							Malaysia (Peninsula)	Tan et al., 2000	D, SD
Cynopterus brachyotis	Solanaceae	Solanum	erianthum	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Solanaceae	Solanum	torvum	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	Solanaceae	Solanum	sp.	x							Malaysia (Peninsula)	Lim et al., 2018a	D
Cynopterus brachyotis	Solanaceae	Solanum	sp.	unknown							Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Solanaceae	Solanum	sp.	x							Thailand	Bumrungsri et al., 2007	D, FM
Cynopterus brachyotis	unknown	unknown	unknown			x					Malaysia (Peninsula)	Funakoshi and Zubaid, 1997	D
Cynopterus brachyotis	Urticaceae	Cecropia	pachystachya/peltata	x			x				Singapore	Chan et al., 2020	D
Cynopterus brachyotis	Urticaceae	Cecropia	peltata	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Urticaceae	Cecropia	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Verbenaceae	Vitex	pinnata	x							Singapore	Phua and Corlett, 1989	D, SD
Cynopterus brachyotis	Phyllanthaceae	Antidesma	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Muntingiaceae	Muntingia	calabura	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Musaceae	Musa	paradisiaca	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	Sapindaceae	Filicium	decipiens	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus brachyotis	unknown (fern A)	unknown (fern A)	unknown (fern A)	Spore?							Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	unknown (fern B)	unknown (fern B)	unknown (fern B)	Spore?							Indonesia (Java)	Maryati et al., 2020	D
Cynopterus brachyotis	unknown	unknown	unknown		x		x				Indonesia (Lombok)	Kitchener et al., 1990	D
Cynopterus brachyotis	unknown	unknown	unknown		x						Indonesia (Java)	Soegiharto et al., 2010	D
Cynopterus brachyotis	unknown	unknown	unknown	unknown							India	Karuppudurai and Sripathi, 2018	FM
Cynopterus brachyotis	unknown	unknown	unknown	unknown							Thailand	Sritongchuay et al., 2019b	P
Cynopterus horsfieldii	Bignoniaceae	Oroxylum	indicum		x						Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Bignoniaceae	Oroxylum	indicum		x						Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Bignoniaceae	Oroxylum	indicum		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus horsfieldii	Ebenaceae	Diospyros	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Elaeocarpaceae	Elaeocarpus	stipularis	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Elaeocarpaceae	Elaeocarpus	stipularis var. stipularis	x							Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus horsfieldii	Euphorbiaceae	Macaranga	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Fabaceae	Parkia	javanica		x						Malaysia (Peninsula)	Fletcher et al., 2012	D, FM
Cynopterus horsfieldii	Fabaceae	Parkia	speciosa		x						Malaysia (Peninsula)	Hodgkison et al., 2004	D
Cynopterus horsfieldii	Fabaceae	Parkia	speciosa		x						Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Fabaceae	Parkia	speciosa		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus horsfieldii	Fabaceae	Parkia	timoriana		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus horsfieldii	Fabaceae	Parkia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Cynopterus horsfieldii	Lamiaceae	Gmelina	arborea	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Lythraceae	Sonneratia	spp.		x						Thailand	Stewart and Dudash, 2018	D, FM
Cynopterus horsfieldii	Malvaceae	Ceiba	pentandra		x						Thailand	Stewart and Dudash, 2018	D, FM
Cynopterus horsfieldii	Malvaceae	Durio	zibethinus		x						Malaysia (Peninsula)	Fletcher et al., 2012	D, FM
Cynopterus horsfieldii	Malvaceae	Durio	zibethinus		x						Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus horsfieldii	Malvaceae	Durio	zibethinus		x						Thailand	Stewart and Dudash, 2018	D, FM
Cynopterus horsfieldii	Malvaceae	Microcos	tomentosa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Melastomataceae	Pternandra	echinata	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Meliaceae	Sandoricum	koetjape	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Moraceae	Artocarpus	nitidus griffithii	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Moraceae	Ficus	binnendijkii	x	x						Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	callosa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	fistulosa	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Moraceae	Ficus	fistulosa	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	fulva	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	hispida	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	hispida	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	nervosa pubinervis	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, SD
Cynopterus horsfieldii	Moraceae	Ficus	septica	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	variegata	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	Moraceae	Ficus	sp.	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Moraceae	Ficus	spp.	x							Malaysia (Peninsula)	Funakoshi and Zubaid, 1997	D, SD
Cynopterus horsfieldii	Moraceae	Ficus	spp.	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Moraceae	Ficus	variegata	x			x				Malaysia (Peninsula)	Funakoshi and Zubaid, 1997	D, SD
Cynopterus horsfieldii	Moraceae	Ficus	variegata	x							Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Muntingiaceae	Muntingia	calabura	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Musaceae	Musa	acuminata		x						Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Musaceae	Musa	acuminata		x						Thailand	Stewart and Dudash, 2017b	P
Cynopterus horsfieldii	Musaceae	Musa	spp.		x						Malaysia (Peninsula)	Fletcher et al., 2012	D, FM
Cynopterus horsfieldii	Myrtaceae	Syzygium	cumini	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Phyllanthaceae	Antidesma	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Piperaceae	Piper	aduncum	x			x				Malaysia (Peninsula)	Fletcher et al., 2012	D
Cynopterus horsfieldii	Rubiaceae	Morinda	citrifolia	x	x?						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Sapindaceae	Allophylus	cobbe	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus horsfieldii	Sapindaceae	Nephelium	lappaceum	x							Thailand	Stewart et al., 2014	D, FM
Cynopterus horsfieldii	Sapotaceae	Mimusops	elengi	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus horsfieldii	Urticaceae	Pipturus 	argenteus	x			x				Indonesia (Krakatau Islands)	Shilton and Whittaker, 2009	D, FM, SD
Cynopterus horsfieldii	unknown	unknown	unknown		x						Indonesia (Lombok)	Kitchener et al., 1990	D
Cynopterus horsfieldii	unknown	unknown	unknown	unknown							Thailand	Sritongchuay et al., 2019b	P
Cynopterus minutus	Moraceae	Ficus	binnendijkii	x	x						Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Moraceae	Ficus	callosa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Moraceae	Ficus	excelsa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Moraceae	Ficus	hispida	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Moraceae	Ficus	racemosa	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Moraceae	Ficus	septica	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Musaceae	Musa	paradisiaca	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus minutus	Myrtaceae	Syzygium	polyanthum		x						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus minutus	Phyllanthaceae	Antidesma	sp.	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus minutus	Rubiaceae	Morinda	citrifolia	x	x?						Indonesia (Java)	Sheherazade et al., 2017	D, FM
Cynopterus minutus	Sapindaceae	Allophylus	cobbe	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
Cynopterus minutus	Sapindaceae	Filicium	decipiens	x							Indonesia (Java)	Sheherazade et al., 2017	D, FM, SD
